순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
1337,데미트리아스,1977-02-18,"250,000",0.00%,"14,575,000",139,"7,260",1,10,미국,미국,이십세기폭스필름코퍼레이션,,,"액션,드라마",델머 데이브즈,"수잔 헤이워드,마이클 레니"
1337,밥정,2020-10-07,"489,000",0.00%,"131,218,940",139,"16,796",1,33,한국,한국,(주)하얀소엔터테인먼트,(주)엣나인필름,전체관람가,"다큐멘터리,드라마",박혜령,"임지호,김순규"
1337,성난 파도,,"278,000",0.00%,"5,649,000",139,"2,591",1,13,미국,미국,,,15세이상관람가,"액션,어드벤처",에드워드 루드비히,"존 웨인,게일 러셀,직 영"
1337,우리집,2019-08-22,"1,112,000",0.00%,"447,880,840",139,"56,589",1,2,한국,한국,(주)아토,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,"드라마,가족",윤가은,"김나연,김시아,주예림,안지호,손석배,강민준,김한나,최정인,민수빈,김경환,설시연,설혜인,박창현,신동석,김미영,신하영,김민수,김민식,우승민,김범준,김서율,김세호,김수연,김현정,김인이,김인이,이주원,최서연,김재경,임지형,이서연,장승민,최예린,제정주,장혜진,최유정,최유진,조성규,김정자,김종숙,이진희,강경원,이가은,김준범,최지훈,김준희,최현정,최현진,김민옥,김민후,김소은,김아인,정수영,이우성,정수지,김철인,조해민,조현아,명문식,남지해,유나로,정우영,정규진,유인선,유초신,김태영,김태엽,정수일,민현우,정유리,승주영,정윤희,정은경,천현우,정진현,이귀연,최민재,최선정,이태용,안규화,최수안,최수인,안채린,이재호,박윤전,최유란,임가은,이완태,양수현,백가름,백경원,장필상,전석찬,정가온,정건우,오승화,설의석,장민준,오혁진,설혜원,송지해,한건우,한별희,황시연,황은후,한준모,함지성,현도윤,박수진"
1337,자전거 도둑,2023-04-26,"1,024,000",0.00%,"6,740,000",139,"2,591",1,8,이탈리아,이탈리아,,일미디어,12세이상관람가,드라마,비토리오 데 시카,리아넬라 카렐
1342,나트얌,,"138,000",0.00%,"138,000",138,138,1,1,인도,인도,,,,"멜로/로맨스,드라마",,
1342,누벨바그,,"934,000",0.00%,"2,570,000",138,388,1,2,스위스,스위스,,,,드라마,장 뤽 고다르,알랑 드롱
1342,대명금의위,2022-04-06,"258,000",0.00%,"258,000",138,138,5,108,중국,중국,,(유)조이앤시네마,15세이상관람가,"액션,스릴러",,
1345,JLG/JLG 고다르의 자화상 특별전-JLG/JLG: 고다르의 자화상,,"921,000",0.00%,"2,622,000",137,450,1,2,프랑스,프랑스,,,,"다큐멘터리,드라마",장 뤽 고다르,
1345,라이어×라이어,2022-10-17,"908,200",0.00%,"908,200",137,137,5,54,일본,일본,,(주)미디어캐슬,12세이상관람가,멜로/로맨스,야쿠모 사이지,모리 나나
1345,소공녀,2018-03-22,"1,144,000",0.00%,"482,930,200",137,"60,534",1,13,한국,한국,"광화문시네마,(주)모토",CGV아트하우스,15세이상관람가,"멜로/로맨스,드라마",전고운,"이솜,안재홍,이고운,이동렬,이보경,김재화,이요섭,이윤호,이학수,김지훈,김지훈,김태곤,김태곤,김태현,김해솔,김희원,우문기,우문기,박민지,박지영,정지현,조혜경,지지연,최경덕,권현정,강민선,형슬우,황미영,황혜림,김예은,최덕문,조수향,강진아,이성욱,김국희,김민경"
1345,아이 엠 러브,2011-01-20,"1,438,000",0.00%,"442,725,406",137,"55,942",1,10,이탈리아,이탈리아,,"(주)영화사 진진,(주)영화사 조제",청소년관람불가,"드라마,멜로/로맨스",루카 구아다그니노,"플라비오 파렌티,틸다 스윈튼,에도아르도 가브리엘리니,알바 로르와처"
1345,안나의 랑데부,,"944,000",0.00%,"1,219,000",137,196,1,4,프랑스,"프랑스,벨기에,독일",,,,드라마,샹탈 애커만,"장 피에르 카셀,오로르 클레망"
1345,오만과 편견,,"424,000",0.00%,"11,137,000",137,"5,476",1,12,미국,미국,,,12세이상관람가,"드라마,뮤지컬",로버트 Z. 레너드,"로렌스 올리비에,그리어 가슨"
1345,우리들의 낙원,,"302,000",0.00%,"4,774,000",137,"2,163",1,13,미국,미국,,,,"코미디,멜로/로맨스",프랭크 카프라,"진 아서,라이오넬 배리모어"
1352,백주의 결투,,"235,000",0.00%,"10,317,000",136,"4,490",1,7,미국,미국,,,15세관람가,"드라마,멜로/로맨스,서부극(웨스턴)",킹 비더,"그레고리 펙,릴리안 기쉬,허버트 마샬,조셉 코튼,월터 휴스톤,찰스 빅포드,라이오넬 배리모어,제니퍼 존스"
1352,서울인디애니페스트2022 독립보행2,,"861,500",0.00%,"861,500",136,136,1,2,기타,기타,,,,애니메이션,,
1352,송해 1927,2021-11-18,"903,000",0.00%,"40,442,400",136,"5,663",12,64,한국,한국,"주식회사 이로츠,빈스로드",(주)스튜디오디에이치엘,12세이상관람가,다큐멘터리,윤재호,송해
1352,조이랜드,,"1,360,000",0.00%,"1,360,000",136,136,1,2,기타,기타,,,,드라마,,
1356,SISFF2022 한국단편경쟁 6,,"810,000",0.00%,"810,000",135,135,1,2,한국,한국,,,,기타,,
1356,나비부인,,"4,241,400",0.00%,"4,241,400",135,135,6,16,영국,영국,,(주)위즈온센,,공연,,
1356,바이킹,,"187,000",0.00%,"22,671,500",135,"11,239",1,13,미국,미국,,,,기타,리차드 플레이셔,"어네스트 보그나인,토니 커티스,커크 더글라스"
1356,밤과 낮 사이,,"270,000",0.00%,"2,884,000",135,"1,437",1,12,이탈리아,"이탈리아,미국",,,,"액션,전쟁,드라마",누날리 존슨,"에바 가드너,더크 보가드"
1356,오렌지필름 기획전 - 지그재그,,"864,000",0.00%,"864,000",135,135,2,5,한국,한국,,,,기타,,
1356,카르멘 존스,,"270,000",0.00%,"4,351,000",135,"2,161",1,9,미국,미국,이십세기폭스필름코퍼레이션,,,"드라마,뮤지컬",오토 프레밍거,"해리 벨라폰테,도로시 댄드리지,펄 베일리"
1356,하이힐,1992-06-20,"845,000",0.00%,"845,000",135,135,2,19,스페인,스페인,,"해피송,(주)홈초이스",연소자관람불가,드라마,페드로 알모도바르,"빅토리아 아브릴,마리사 파레데스,미구엘 보세"
1356,황야의 역마차,,"339,000",0.00%,"5,181,000",135,"2,585",1,6,미국,미국,,,,서부극(웨스턴),헨리 해서웨이,"타이론 파워,수잔 헤이워드"
1364,잔다르크,,"268,000",0.00%,"10,059,000",134,"5,017",1,14,미국,미국,,,,드라마,빅터 플레밍,잉그리드 버그만
1364,제이오원 더 무비 - 고 투 더 탑-,2022-12-11,"2,680,000",0.00%,"2,680,000",134,134,2,2,일본,일본,,씨제이 씨지브이(CJ CGV)(주),전체관람가,다큐멘터리,,
1364,흑과 백,,"306,000",0.00%,"5,199,000",134,"2,510",1,9,미국,미국,,,12세관람가,"범죄,스릴러",스탠리 크래이머,"토니 커티스,시드니 포이티어"
1367,DIFF2022 경쟁11,,"760,000",0.00%,"760,000",133,133,1,2,한국,한국,,,,기타,,
1367,나폴레옹과 데지레,,"266,000",0.00%,"8,841,000",133,"4,405",1,9,미국,미국,,,,"드라마,멜로/로맨스",헨리 코스터,"말론 브란도,진 시몬스"
1367,몽키 비지니스,,"266,000",0.00%,"1,658,000",133,607,1,13,미국,미국,이십세기폭스코리아(주),,,"SF,코미디",하워드 혹스,"캐리 그랜트,진저 로저스"
1367,미나리,2021-03-03,"688,000",0.00%,"10,212,352,650",133,"1,134,310",1,14,미국,미국,,판씨네마(주),12세이상관람가,드라마,정이삭,"스티븐 연,한예리,윤여정,앨런 김,노엘 조,윌 패튼"
1367,부르주아의 은밀한 매력,,"891,000",0.00%,"7,060,000",133,986,1,2,프랑스,"프랑스,스페인",,,,코미디,루이스 브뉘엘,"페르난도 레이,폴 프랭코,델핀 세이릭,뷜 오지에,스테판 오드랑,장 피에르 카셀"
1367,실버라이닝 플레이북,2013-02-14,"953,500",0.00%,"966,262,000",133,"129,875",1,3,미국,미국,,(주)나이너스엔터테인먼트,청소년관람불가,"멜로/로맨스,코미디,드라마",데이빗 O. 러셀,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드 니로"
1367,아리엘,,"919,000",0.00%,"1,580,000",133,235,1,7,핀란드,핀란드,,,,"범죄,멜로/로맨스",아키 카우리스마키,마티 펠론파
1367,어웨이크,2022-12-16,"922,898",0.00%,"922,898",133,133,4,47,일본,일본,,(주)미디어캐슬,12세이상관람가,드라마,,"요시자와 료,오치아이 모토키,칸이치로"
1367,영원한 휴가,,"1,150,000",0.00%,"7,944,900",133,"1,030",1,15,미국,미국,,(주)영화사 안다미로,15세이상관람가,드라마,짐 자무쉬,
1367,오셀로,,"517,500",0.00%,"5,328,500",133,"2,237",1,7,미국,미국,유나이티드 아티스트,,,"멜로/로맨스,드라마",오손 웰즈,"오손 웰즈,마이클 맥리아모어,로버트 쿠테"
1377,무지의 밤,,"945,000",0.00%,"945,000",132,132,1,2,인도,"인도,프랑스",,,,다큐멘터리,,
1377,비밀의 정원,2021-04-08,"1,587,000",0.00%,"68,640,190",132,"8,640",1,1,한국,한국,몬순픽쳐스,필름다빈,12세이상관람가,드라마,박선주,"한우연,전석호,정다은,오민애,유재명,염혜란,김재록,장준휘,이호연,남상지,홍다연,박지훈,엄준기,박시완,최지영,윤성원,김동화,김민수,안민영,민경진,윤정인,박서영,김민주,송예진,최민지,김오지숙,김현준"
1377,아수란,,"132,000",0.00%,"132,000",132,132,1,1,인도,인도,,,,"액션,드라마",,
1377,오징어 노동조합,,"924,000",0.00%,"924,000",132,132,1,6,핀란드,핀란드,,,,기타,아키 카우리스마키,
1377,우정어린 설복,,"338,000",0.00%,"7,006,000",132,"3,455",1,10,미국,미국,,,,"드라마,서부극(웨스턴),가족,전쟁",윌리엄 와일러,"게리 쿠퍼,도로시 맥과이어,안소니 퍼킨스"
1377,운디네,2020-12-24,"847,000",0.00%,"67,039,920",132,"7,779",1,8,독일,독일,,M&M 인터내셔널,12세이상관람가,"드라마,멜로/로맨스",크리스티안 펫졸드,"폴라 비어,프란츠 로고스키"
1377,이 생명 다하도록,,"267,000",0.00%,"8,987,000",132,"4,487",1,19,한국,한국,,,,드라마,신상옥,"김진규,김혜정,최은희,윤정란"
1377,키아로스타미 중단편 모음,,"942,000",0.00%,"942,000",132,132,1,3,이란,이란,,,,기타,압바스 키아로스타미,
1385,더 컨테이젼: 바이러스의 습격,2022-03-30,"251,000",0.00%,"251,000",131,131,5,104,중국,중국,,(유)조이앤시네마,15세이상관람가,"드라마,미스터리",,
1385,불타는 전장,,"262,000",0.00%,"3,755,500",131,"1,867",1,9,미국,미국,유니버셜 픽쳐스,,,"드라마,전쟁",제스 히브즈,"오디 머피,마샬 톰슨,찰스 드레이크,잭 켈리"
1385,알바루 시자: 콘크리트의 미학,,"786,000",0.00%,"786,000",131,131,1,2,브라질,브라질,,,,다큐멘터리,,
1385,존 웨인의 진주만,,"299,000",0.00%,"9,018,000",131,"4,254",1,10,미국,미국,,,,"전쟁,드라마",조지 와그너,"존 웨인,패트리샤 닐"
1385,파드마바트,,"131,000",0.00%,"131,000",131,131,1,1,인도,인도,,,,드라마,산제이 렐라 반살리,"란비르 싱,디피카 파드콘"
1385,하나비,1998-12-05,"1,380,000",0.00%,"5,464,000",131,631,1,3,일본,일본,,,18세 미만인 자는 관람할 수 없는 등급,"드라마,범죄,코미디",기타노 다케시,"기타노 다케시,키시모토 가요코,아시카와 마코토"
1385,현재,,"373,000",0.00%,"373,000",131,131,1,4,헝가리,헝가리,,,,드라마,,
1392,레드슈즈,2019-07-25,"650,000",0.00%,"6,120,634,890",130,"820,983",1,1,한국,한국,(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스",홍성호,"클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬,아바 콜커,사성웅,김명준,신용우,유호한,곽지혜,전진아,권성혁,김규동,정승욱,윤세웅,안소이,신예솔,이종구,전광주,최한,서문석,정재헌"
1392,사랑의 메신저,,"750,000",0.00%,"750,000",130,130,1,5,영국,영국,,,,기타,조셉 로지,"줄리 크리스티,앨런 베이츠,도미닉 가드"
1392,아파치 정션 : 무법자의 지대,2022-04-27,"902,900",0.00%,"902,900",130,130,14,61,미국,미국,,주식회사 모쿠슈라픽쳐스,15세이상관람가,"서부극(웨스턴),액션",저스틴 리,"스튜어트 타운젠드,토마스 제인"
1395,DIFF2022 경쟁5,,"732,000",0.00%,"732,000",129,129,1,2,한국,한국,,,,기타,,
1395,비밀의 꽃,,"757,000",0.00%,"757,000",129,129,2,18,스페인,스페인,,"해피송,(주)홈초이스",,드라마,페드로 알모도바르,
1397,DIFF2022 경쟁3,,"721,000",0.00%,"721,000",128,128,1,2,한국,한국,,,,기타,,
1397,노트르담,2021-12-22,"1,077,000",0.00%,"7,187,980",128,799,6,51,프랑스,프랑스,,(주)엣나인필름,15세이상관람가,"드라마,멜로/로맨스,코미디",발레리 돈젤리,발레리 돈젤리
1397,매와 참새,,"823,000",0.00%,"1,275,000",128,233,2,5,이탈리아,이탈리아,,,,코미디,피에르 파올로 파솔리니,"토토,니네토 다볼리"
1397,제3의 사나이,2008-08-09,"314,000",0.00%,"5,483,000",128,"2,331",1,14,미국,미국,,,15세관람가,"미스터리,스릴러",캐롤 리드,조셉 코튼
1397,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,"1,018,600",0.00%,"1,089,846,450",128,"130,008",1,4,일본,일본,,"동우에이앤이(주),(주)박수엔터테인먼트",15세이상관람가,애니메이션,히시다 마사카즈,"남도형,우치다 유우마,엄상현,이원찬,정주원,이정민,한신,황창영,김현욱,탁원정,이경태,심승한,사성웅,이규창"
1397,하타리,,"297,500",0.00%,"10,968,500",128,"5,061",1,10,미국,미국,,,,"액션,어드벤처,드라마",하워드 혹스,존 웨인
1403,고종황제와 의사 안중근,,"310,000",0.00%,"8,205,000",127,"4,066",1,14,한국,한국,,,,사극,전창근,"김승호,전창근,최남현"
1403,마리아에게 경배를,,"871,000",0.00%,"1,835,000",127,310,2,4,프랑스,프랑스,,,,드라마,장 뤽 고다르,줄리엣 비노쉬
1403,성숙의 20세,,"254,000",0.00%,"1,220,000",127,610,1,10,미국,미국,,,,"드라마,가족",델머 데이브스,"트로이 도나휴,클로데트 콜베트"
1403,아담,2021-08-25,"1,212,000",0.00%,"13,962,700",127,"1,868",1,2,모로코,"모로코,프랑스,벨기에",,시네마 뉴원,12세이상관람가,드라마,마리암 투자니,"루브나 아자발,니스린 에라디,두아이 벨카우다,아지즈 하타브"
1403,아무도 모른다,2005-04-01,"1,312,000",0.00%,"261,655,000",127,"39,622",1,3,일본,일본,"반다이비쥬얼컴패니,(주)씨네콰논","(주)디스테이션,(주)동숭아트센터",전체관람가,드라마,고레에다 히로카즈,"키타우라 아유,야기라 유야"
1403,안네의 일기,,"254,000",0.00%,"2,670,000",127,"1,335",1,6,,,,,,,,
1403,어둠은 걷히고,,"919,000",0.00%,"3,427,000",127,506,1,6,핀란드,핀란드,,,,"드라마,코미디",아키 카우리스마키,"카티 오우티넨,까리 베나넨"
1410,SIPFF2022 한국단편-비경쟁 3,,"1,260,000",0.00%,"1,260,000",126,126,1,2,한국,한국,,,,기타,,
1410,남매의 여름밤,2020-08-20,"1,193,500",0.00%,"187,704,102",126,"22,664",2,17,한국,한국,오누필름,그린나래미디어(주),전체관람가,드라마,윤단비,"박현영,양흥주,최정운,박승준,강석원"
1410,목소리의 형태,2017-05-09,"837,000",0.00%,"2,175,549,714",126,"276,768",2,12,일본,일본,,(주)디스테이션,전체관람가,"애니메이션,멜로/로맨스",야마다 나오코,"이리노 미유,하야미 사오리,유키 아오이,오노 켄쇼,카네코 유키,이시카와 유이,토요나가 토시유키"
1410,밤의 충돌,,"252,000",0.00%,"1,357,000",126,676,1,9,미국,미국,,,,드라마,프리츠 랑,"바바라 스탠윅,폴 더글라스,로버트 라이언"
1410,성적유희의 극한적 경험,2022-03-16,"366,000",0.00%,"366,000",126,126,5,69,독일,독일,,(유)조이앤시네마,청소년관람불가,드라마,,
1410,이창,,"362,000",0.00%,"30,864,500",126,"6,609",1,10,미국,미국,파라마운트 픽쳐스,(주)영화사 안다미로,,"드라마,범죄,미스터리,스릴러",알프레드 히치콕,
1410,정,2000-06-17,"1,463,500",0.00%,"2,079,500",126,237,3,17,한국,한국,배창호프로덕션,영화인,12세 미만인 자는 관람할 수 없는 등급,"드라마,멜로/로맨스",배창호,"김유미,김명곤,윤유선,남정희"
1410,퍼시픽션,,"904,000",0.00%,"904,000",126,126,1,2,스페인,스페인,,,,드라마,알베르 세라,브누와 마지멜
1410,프린스 챠밍,2023-01-11,"882,000",0.00%,"882,000",126,126,1,1,미국,"미국,영국,캐나다",,와이드 릴리즈(주),전체관람가,"애니메이션,판타지",로스 베노커,"윌머 발더라마,데미 로바토,애슐리 티스데일,니아 발다로스"
1419,대전투 1944,2022-04-06,"245,000",0.00%,"245,000",125,125,5,96,독일,독일,,(유)조이앤시네마,15세이상관람가,전쟁,마크 슈미트,조나스 암스트롱
1419,애프터: 그 후,2020-10-07,"1,069,000",0.00%,"309,553,040",125,"37,479",18,46,미국,미국,,판씨네마(주),15세이상관람가,"멜로/로맨스,드라마",로저 컴블,"히어로 파인즈 티핀,조세핀 랭포드,딜런 스프라우즈"
1421,고양이 키스,,"992,000",0.00%,"992,000",124,124,1,2,한국,한국,,,,기타,황수빈,
1421,러스트 앤 본,2013-05-02,"1,076,000",0.00%,"244,576,900",124,"32,324",5,23,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,"멜로/로맨스,드라마",자크 오디아르,"마리옹 꼬띠아르,마티아스 쇼에나에츠,보울리 라너스"
1421,리어왕,,"814,000",0.00%,"1,000,500",124,161,1,2,미국,"미국,프랑스,스위스",,,,"코미디,드라마,SF",장 뤽 고다르,"우디 앨런,레오스 카락스"
1421,보헤미안의 생,,"863,000",0.00%,"2,121,000",124,350,1,5,핀란드,핀란드,,,,"드라마,코미디",아키 카우리스마키,"마티 펠론파,에벌린 디디"
1421,핑크퐁 시네마 콘서트 : 우주대탐험,2020-01-30,"834,000",0.00%,"138,544,000",124,"17,797",1,3,한국,한국,더핑크퐁컴퍼니(주),더핑크퐁컴퍼니(주),전체관람가,애니메이션,변희선,"조경이,김서영,김은아,김령희,박수화,신명근,이성은,이시영,이시온,이원찬,이주경,이한나,최보배,한보미,정재헌"
1426,극장판 미니특공대: 햄버거괴물의 습격,2020-09-30,"615,000",0.00%,"468,178,620",123,"58,156",2,4,한국,한국,(주)삼지애니메이션,(주)리틀빅픽쳐스,전체관람가,"애니메이션,액션",이영준,"엄상현,양정화,이소영,전태열,신용우,남도형,양소연,홍진욱,성완경,정영웅,정영웅,이민규,성완경,이민규,남도형,엄상현,전태열,신용우,홍진욱,성완경,이민규,엄상현,김은아,남도형,전태열,소연,엄상현,이민규,전태열,신용우"
1426,유 돈 노우,,"1,107,000",0.00%,"1,107,000",123,123,1,1,한국,한국,영화사 무명,영화사 무명,12세이상관람가,다큐멘터리,이용남,
1428,DIFF2022 경쟁6,,"675,000",0.00%,"675,000",122,122,1,2,한국,한국,,,,기타,,
1428,SIFF2022 선택단편1,,"976,000",0.00%,"976,000",122,122,1,3,한국,한국,,,,기타,,
1428,성월동화,1999-08-28,"893,000",0.00%,"30,549,800",122,"4,135",1,17,중국,중국,메이 아 필름즈 프로덕션,(주)영화사오원,"청소년관람불가,12세관람가","드라마,멜로/로맨스",이인항,"장국영,토키와 타카코,양자경"
1428,슬픔은 그대 가슴에,1999-05-08,"244,000",0.00%,"24,406,500",122,"12,057",1,11,미국,미국,유니버셜 픽쳐스,,12세관람가,"드라마,가족",더글라스 서크,라나 터너
1428,황혼,,"244,000",0.00%,"4,887,000",122,"2,040",1,6,미국,미국,,,,드라마,윌리엄 와일러,"로렌스 올리비에,제니퍼 존스"
1433,몬테크리스토,2019-11-14,"1,086,000",0.00%,"27,253,000",121,"2,177",1,6,한국,한국,(주)비프로,(주)비프로,12세이상관람가,"뮤지컬,공연",이동원,
1433,붉은 시편,1996-04-20,"507,000",0.00%,"507,000",121,121,1,5,헝가리,헝가리,마필름,,연소자관람불가,드라마,미클로스 얀초,헤르지 체르할미
1433,자유의 환영,,"833,000",0.00%,"1,228,000",121,185,1,2,프랑스,프랑스,,,청소년관람불가,코미디,루이스 브뉘엘,
1433,킬 빌2,2004-05-14,"1,285,000",0.00%,"921,821,500",121,"138,152",1,4,미국,미국,"미라맥스 필름즈,어맨드어파트",CJ ENM,18세관람가,액션,쿠엔틴 타란티노,"우마 서먼,데이빗 캐러딘"
1433,트랜짓,2020-07-02,"818,000",0.00%,"51,618,160",121,"6,125",1,9,독일,독일,,M&M 인터내셔널,12세이상관람가,"드라마,SF",크리스티안 펫졸드,"프란츠 로고스키,폴라 비어"
1433,한 여름밤의 꿈,1999-09-18,"674,000",0.00%,"1,390,000",121,483,1,3,미국,미국,"폭스써치라이트픽처스,리젠시 엔터프라이즈,파노라미카",,12세관람가,"코미디,판타지",마이클 호프만,"케빈 클라인,미셀 파이퍼,루퍼트 에버렛"
1439,CISFF2022 : 국내 경쟁 1,,"840,000",0.00%,"840,000",120,120,1,1,한국,한국,,,,기타,,
1439,CISFF2022 : 국내 경쟁 2,,"840,000",0.00%,"840,000",120,120,1,1,한국,한국,,,,기타,,
1439,CISFF2022 : 국내 경쟁 3,,"840,000",0.00%,"840,000",120,120,1,1,한국,한국,,,,기타,,
1439,CISFF2022 : 국내 경쟁 4,,"840,000",0.00%,"840,000",120,120,1,1,한국,한국,,,,기타,,
1439,CISFF2022 : 국내 경쟁 5,,"840,000",0.00%,"840,000",120,120,1,1,한국,한국,,,,기타,,
1439,CISFF2022 : 국외 경쟁 1,,"840,000",0.00%,"840,000",120,120,1,1,기타,기타,,,,기타,,
1439,CISFF2022 : 국외 경쟁 2,,"840,000",0.00%,"840,000",120,120,1,1,기타,기타,,,,기타,,
1439,CISFF2022 : 국외 경쟁 3,,"840,000",0.00%,"840,000",120,120,1,1,기타,기타,,,,기타,,
1439,CISFF2022 : 국외 경쟁 4,,"840,000",0.00%,"840,000",120,120,1,1,기타,기타,,,,기타,,
1439,CISFF2022 : 네트워크 시네마,,"840,000",0.00%,"840,000",120,120,1,1,한국,한국,,,,기타,,
1439,CISFF2022 : 시스프 시네파운데이션 1,,"840,000",0.00%,"840,000",120,120,1,1,기타,기타,,,,기타,,
1439,CISFF2022 : 토론토 릴 아시안 국제영화제 '언성 보이스' 섹션,,"840,000",0.00%,"840,000",120,120,1,1,캐나다,캐나다,,,,기타,,
1439,[2022 청주영상주간] 묶음4,,"960,000",0.00%,"960,000",120,120,1,1,한국,한국,,,,다큐멘터리,,
1439,[2022 청주영상주간] 묶음5,,"960,000",0.00%,"960,000",120,120,1,1,한국,한국,,,,기타,,
1439,[2022 청주영상주간] 묶음6,,"960,000",0.00%,"960,000",120,120,1,1,한국,한국,,,,기타,,
1439,[2022 청주영상주간] 묶음7,,"960,000",0.00%,"960,000",120,120,1,1,한국,한국,,,,기타,,
1439,검은 수선화,,"172,000",0.00%,"14,835,500",120,"6,939",1,7,영국,영국,,,,드라마,"마이클 파웰,에메릭 프레스버거",데보라 카
1439,온리 더 브레이브,2018-03-07,"964,000",0.00%,"391,876,300",120,"49,732",1,1,미국,미국,,㈜코리아스크린,12세이상관람가,드라마,조셉 코신스키,"조슈 브롤린,마일즈 텔러,제프 브리지스,제임스 뱃지 데일,테일러 키취,제니퍼 코넬리"
1439,은혼,2017-12-07,"901,000",0.00%,"150,578,970",120,"18,540",5,42,일본,일본,,(주)라이크콘텐츠,12세이상관람가,"액션,어드벤처,코미디",후쿠다 유이치,"오구리 슌,스다 마사키,나가사와 마사미"
1439,인디피크닉2022 단편2 : 고군분투 생활기,,"442,300",0.00%,"442,300",120,120,1,10,한국,한국,,,,기타,,
1439,허슬러,,"272,500",0.00%,"9,387,500",120,"4,564",1,16,,,,,,,,
1460,2021 스토리업 선정작 상영회 섹션1,,"1,428,000",0.00%,"1,428,000",119,119,1,1,한국,한국,,,,드라마,,
1460,2021 스토리업 선정작 상영회 섹션2,,"1,428,000",0.00%,"1,428,000",119,119,1,1,한국,한국,,,,드라마,,
1460,SIFF2022 페스티벌초이스 단편2,,"952,000",0.00%,"952,000",119,119,1,2,한국,한국,,,,기타,,
1460,도쿄 소나타,2009-03-19,"1,210,000",0.00%,"36,510,400",119,"5,358",1,4,일본,"일본,홍콩,네덜란드",,(주)스폰지이엔티,12세이상관람가,드라마,구로사와 기요시,"코야나기 유우,이노와키 카이,코이즈미 쿄코,카가와 테루유키"
1460,성냥공장 소녀,2001-04-28,"825,000",0.00%,"3,501,000",119,512,1,6,핀란드,핀란드,,,15세관람가,드라마,아키 카우리스마키,베사 비에리코
1460,카트,2014-11-13,"1,190,000",0.00%,"5,930,998,133",119,"814,795",1,1,한국,한국,(주)명필름,(주)리틀빅픽쳐스,12세이상관람가,드라마,부지영,"염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현,송지인,장리우,목규리,박수영,이창훈,천우희,박지연,박성연,이선희,이정은,김가영,이선주,정경섭,박혜진,김비비,최병윤,윤상훈"
1460,피아니스트의 전설,2020-01-01,"1,106,000",0.00%,"396,165,462",119,"49,692",2,18,이탈리아,이탈리아,,(주)라이크콘텐츠,15세관람가,"드라마,판타지,뮤지컬",쥬세페 토르나토레,"팀 로스,프루잇 테일러 빈스,멜라니 티에리"
1467,DIFF2022 경쟁10,,"644,000",0.00%,"644,000",118,118,1,2,한국,한국,,,,기타,,
1467,SIFF2022 페스티벌초이스 단편3,,"944,000",0.00%,"944,000",118,118,1,2,한국,한국,,,,기타,,
1467,남쪽,,"783,000",0.00%,"1,185,000",118,204,1,2,스페인,"스페인,프랑스",,,,"드라마,멜로/로맨스",빅토르 에리세,
1467,암살,2015-07-22,"860,000",0.00%,"98,469,385,781",118,"12,706,947",1,8,한국,한국,(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,드라마",최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭,김태준,차지원,강영묵,정기섭,금새록,원현준,안민영,허지원,곽자형,허정도,유정호,정인겸,김서원,김준우"
1467,인간실격,2022-10-01,"799,599",0.00%,"1,187,499",118,160,5,55,일본,일본,,(주)미디어캐슬,15세이상관람가,"애니메이션,SF",키자키 후미노리,"미야노 마모루,하나자와 카나,후쿠야마 준,사쿠라이 타카히로"
1467,장고:분노의 추적자,2013-03-21,"1,160,000",0.00%,"1,900,936,500",118,"262,255",1,6,미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),청소년관람불가,"서부극(웨스턴),드라마",쿠엔틴 타란티노,"레오나르도 디카프리오,제이미 폭스,크리스토프 왈츠,케리 워싱턴,사무엘 L. 잭슨,커트 러셀"
1473,Media artwork screening 열아홉 번째 정기 상영회,,"468,000",0.00%,"468,000",117,117,1,1,한국,한국,,,,기타,,
1473,선셋 대로,,"234,000",0.00%,"7,515,000",117,"3,042",1,6,미국,미국,파라마운트 픽쳐스,,,드라마,빌리 와일더,
1473,아버지의 인생,,"234,000",0.00%,"3,057,000",117,"1,218",1,9,,,,,,,,
1476,러브 스토리,1996-05-11,"1,402,500",0.00%,"2,272,500",116,277,1,7,한국,한국,배창호프로덕션,,고등학생이상관람가,멜로/로맨스,배창호,"배창호,김유미,전무송,김주연,노정선,최종원"
