순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
1,스파이더맨: 노 웨이 홈,2021-12-15,"55,697,413,760",9.50%,"55,697,413,760","5,560,940","5,560,940","2,948","144,754",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처,SF",존 왓츠,"톰 홀랜드,젠데이아 콜먼,베네딕트 컴버배치,제이콥 배덜런,존 파브로,마리사 토메이"
2,모가디슈,2021-07-28,"34,558,297,730",5.90%,"34,558,297,730","3,613,984","3,613,984","1,688","210,740",한국,한국,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"액션,드라마",류승완,"김윤석,조인성,허준호,구교환,김소진,정만식,김재화,박경혜,박명신,한철우,주보비,안세호,이진희,최경훈,이화정,정병두,이나연,김동화,윤경호,장지후,유연석,강승수,임희라,김우영,남태규,배정환,이성환,태상호,김도훈,김동식,김원준,민대웅,정재훈,최정욱,윤대원,김서희,박지영,이종진,최유정,박정,조상원,전상원,김경희,김재훈,이용희,황창기,이희경,이금빈,조순연,한규석"
3,이터널스,2021-11-03,"31,729,284,450",5.40%,"31,729,284,450","3,050,132","3,050,132","2,648","162,435",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,드라마",클로이 자오,"안젤리나 졸리,마동석,리처드 매든,쿠마일 난지아니,셀마 헤이엑"
4,블랙 위도우,2021-07-07,"29,996,075,620",5.10%,"29,996,075,620","2,962,088","2,962,088","2,528","155,016",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF",케이트 쇼트랜드,"스칼렛 요한슨,플로렌스 퓨,레이첼 와이즈,데이빗 하버"
5,분노의 질주: 더 얼티메이트,2021-05-19,"22,059,658,060",3.80%,"22,059,658,060","2,292,415","2,292,415","2,297","131,856",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,저스틴 린,"빈 디젤,존 시나,성 강,샤를리즈 테론,미셸 로드리게즈,조다나 브루스터,헬렌 미렌"
6,싱크홀,2021-08-11,"21,395,652,690",3.70%,"21,395,652,690","2,195,683","2,195,683","1,603","121,841",한국,한국,(주)더타워픽쳐스,(주)쇼박스,12세이상관람가,코미디,김지훈,"차승원,김성균,이광수,권소현,김혜준,김재화,박옥출,남다름,정영숙,이학주,한태린,김건우,오자훈,나철,김병철,전승재,김경환,박민준,나현민,윤돈선,정서인,정윤하,이두열,어성욱,김태훈,김준혁,장영,이건구,정용락,유현,안용우,윤기현,조제웅,이창윤,정용태,이상욱,안성봉,김동현,김왕도,오재세,박민지,황여진,김명희,이순화,이주미,송경아,전은미,권정숙,이경태,최지명,권오철,최민혁,김귀례,정우근,장광,김홍파,고창석"
7,극장판 귀멸의 칼날: 무한열차편,2021-01-27,"20,656,041,700",3.50%,"20,656,041,700","2,151,861","2,151,861",900,"151,898",일본,일본,,워터홀컴퍼니(주),15세이상관람가,애니메이션,소토자키 하루오,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구,히노 사토시,히라카와 다이스케"
8,베놈 2: 렛 데어 비 카니지,2021-10-13,"21,115,762,990",3.60%,"21,115,762,990","2,123,573","2,123,573","1,998","151,687",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,SF,스릴러",앤디 서키스,"톰 하디,미쉘 윌리엄스,나오미 해리스,레이드 스콧,스티븐 그레이엄,우디 해럴슨"
9,소울,2021-01-20,"19,034,915,180",3.30%,"19,034,915,180","2,048,228","2,048,228","2,018","160,728",미국,미국,"월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오",월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,피트 닥터,"제이미 폭스,티나 페이"
10,크루엘라,2021-05-26,"19,252,879,640",3.30%,"19,252,879,640","1,983,397","1,983,397","1,186","122,643",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"드라마,범죄,코미디",크레이그 질레스피,"엠마 스톤,엠마 톰슨,마크 스트롱"
11,샹치와 텐 링즈의 전설,2021-09-01,"17,715,109,720",3.00%,"17,715,109,720","1,740,868","1,740,868","1,784","117,475",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지",데스틴 다니엘 크리튼,"양조위,아콰피나,양자경"
12,인질,2021-08-18,"15,585,244,870",2.70%,"15,585,244,870","1,638,439","1,638,439","1,294","110,424",한국,한국,"(주)외유내강,(주)샘컴퍼니",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",필감성,"황정민,김재범,이유미,류경수,정재원,이규원,이호정,조경현,신현종,백주희,한규원,지남혁,류성현,김재철,임형태,강덕중,김주희,임철수,윤상화,김정민,이형길,김보경,한성관,허남준,김필,최현도,최원,정근,이용재,우원규,이문석,고민지,이상근,이창인,정병두,한영균,윤홍빈,장세원,오재세,최필상,강민재,조호천,안구희,우광제,정상균,한훈,김시원,김진솔,은정완,오주환,장원경,노은하,정준현,신재영,강충훈,김형기,박지윤,전혜원,박성웅,박경림,류승범,유해진,이성민,전도연,주지훈,박혜영"
13,듄,2021-10-20,"16,903,293,110",2.90%,"16,903,293,110","1,549,346","1,549,346","1,576","103,745",미국,미국,,워너브러더스 코리아(주),12세이상관람가,SF,드니 빌뇌브,"티모시 샬라메,레베카 퍼거슨,오스카 아이삭,조슈 브롤린,제이슨 모모아,하비에르 바르뎀,젠데이아 콜먼,스텔란 스카스가드,장첸,데이브 바티스타,데이비드 다스트말치안,샬롯 램플링,샤론 던컨 브루스터,스티븐 헨더슨"
14,보이스,2021-09-15,"14,025,546,720",2.40%,"14,025,546,720","1,426,357","1,426,357","1,296","118,227",한국,한국,(주)수필름,(주)씨제이이엔엠,15세이상관람가,"범죄,액션","김선,김곡","강현아,변요한,조한철,김무열,김희원,박명훈,이주영,조재윤,이규성,이운산,옥자연,윤종석,성도현,조현식,윤병희,김가영,홍경,문동혁,라민,류성현,윤슬,홍승일,윤대열,윤영균,조준,윤봉길,강득종,양지수,김장원,윤정로,이지현,김민식,이강녕,유정호,조용근,김상묵,김희상,고윤안,안진영,박찬국,주명철,유영섭,이근후,이동용,최재훈,박지훈,노재훈,이병희,서덕인,정영기,김건,정현주,임요한,김연교,백우영,박지영,정현재,박진아,김태향,심소영,박광재,남태우,이성민,신동훈,문정대,김근영,최홍락,원진호,곽기훈,이시후,이정섭,황재하,이영희,정혜경,안진영,김완수,최지연,지한별,서지호,김현수,원진아,최병모,손종학,민성욱,손병호,기주봉,차순배,박진수"
15,007 노 타임 투 다이,2021-09-29,"12,009,884,680",2.10%,"12,009,884,680","1,229,971","1,229,971","2,201","98,167",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,캐리 후쿠나가,"다니엘 크레이그,라미 말렉,라샤냐 린치,레아 세이두,벤 위쇼,아나 디 아르마스,나오미 해리스,랄프 파인즈"
16,미나리,2021-03-03,"10,211,664,650",1.70%,"10,211,664,650","1,134,177","1,134,177","1,162","112,903",미국,미국,,판씨네마(주),12세이상관람가,드라마,정이삭,"스티븐 연,한예리,윤여정,앨런 김,노엘 조,윌 패튼"
17,발신제한,2021-06-23,"9,102,830,540",1.60%,"9,102,830,540","955,808","955,808","1,010","71,157",한국,한국,"(주)티피에스컴퍼니,(주)씨제이이엔엠",(주)씨제이이엔엠,15세이상관람가,"스릴러,액션",김창주,"조우진,이재인,진경,김지호,지창욱,류승수,김태율,전석호,정애연,이설,정인기,남명렬,박영서,조인우,이주한,최유송,전광진,김봉만,배천수,김성수"
18,보스 베이비 2,2021-07-21,"8,292,685,050",1.40%,"8,292,685,050","925,238","925,238","1,343","58,566",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디,어드벤처",톰 맥그라스,"알렉 볼드윈,에이미 세다리스,제임스 마스던,제프 골드블럼,지미 키멜"
19,콰이어트 플레이스 2,2021-06-16,"8,550,116,360",1.50%,"8,550,116,360","863,339","863,339","1,137","62,891",미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,스릴러,존 크래신스키,"에밀리 블런트,킬리언 머피,노아 주프,밀리센트 시몬스,디몬 하운수,웨인 듀발"
20,랑종,2021-07-14,"8,639,576,030",1.50%,"8,639,576,030","834,338","834,338","1,403","51,793",한국,한국,(주)노던크로스,(주)쇼박스,청소년관람불가,"공포(호러),스릴러,드라마",반종 피산다나쿤,"나릴야 군몽콘켓,싸와니 우툼마,씨라니 얀키띠칸,야사카 차이쏜"
21,유체이탈자,2021-11-24,"7,899,580,790",1.40%,"7,899,580,790","811,169","811,169","1,216","83,847",한국,한국,"(주)비에이엔터테인먼트,(주)사람엔터테인먼트","주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",15세이상관람가,"판타지,액션",윤재근,"윤계상,박용우,임지연,박지환,유승목,이성욱,홍기준,서현우,이운산,주진모,김민경,차혜림,정윤하,곽진석,김차이,김영성,천영암,박광재,권혁범,우강민,이홍내,김윤배,이호연,유성주,박유밀,윤기창,윤대열,현봉식,박인규,황재선,김승비,서세흥,백도겸,허동원,조아라,최동구,김현동,손화영,이학렬,황유현,김승필,이태영,김선간,이동민,정우영,신동호,강지구,김경로,김양원,서영재,양재훈,한시원,편한셈,최정현,김기태,소윤호,임동민,최현종,공병준,김선우,김세희,김이슬,고민지,강은수,강소연,배유리,박민정,신가인,임지영,제승현,전민아,전예지,정태인,정일화,최호정,김도준,박상혁,안성봉,오민준,조승범,김혜선,김채영,권세희,백한영,서유림,최수연,한희림,강정훈,김병규,김성엽,김민성,김찬욱,김진솔,박준영,안구희,안시율,이동기,이태연,임현욱,조승원,이하주,한나나,손주아,신보희,주혜지,안스완,이송희,김우유,이다원,채비니,신나라,이윤민,정주섭,임재혁,이서경,조선우,한지훈,오유빈,이하주,오하늬,채정은,심채원,한리나,배광표,김대성,정기호,윤재근,최시형"
22,컨저링3: 악마가 시켰다,2021-06-03,"8,026,047,360",1.40%,"8,026,047,360","799,457","799,457","1,133","51,745",미국,미국,,워너브러더스 코리아(주),15세이상관람가,"공포(호러),미스터리,스릴러",마이클 차베즈,"베라 파미가,패트릭 윌슨"
23,기적,2021-09-15,"6,634,949,710",1.10%,"6,634,949,710","715,877","715,877","1,198","78,592",한국,한국,(주)블러썸픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이장훈,"박정민,이성민,임윤아,이수경,김강훈,정문성,김동현,이동용,유순웅,김자영,심순영,박인혜,안태린,고현철,유병선,심소영,조연희,정혜경,유승목,박철민,송재룡,오경화,손성찬,김비비,최종윤,오치운,박선아,배기범,천신남,송경화,김준희,이상철,박찬별,이연선,박소을,최규철,김동철,노은하,고창석,허준석"
24,고질라 VS. 콩,2021-03-25,"6,772,634,130",1.20%,"6,772,634,130","703,485","703,485","1,295","62,374",미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,아담 윈가드,"알렉산더 스카스가드,밀리 바비 브라운,레베카 홀,카일 챈들러,오구리 슌,에이사 곤잘레스"
25,킹스맨: 퍼스트 에이전트,2021-12-22,"6,154,017,260",1.10%,"6,154,017,260","622,461","622,461","1,061","26,294",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,청소년관람불가,액션,매튜 본,"랄프 파인즈,해리스 딕킨슨,리스 이판,젬마 아터튼,디몬 하운수,매튜 구드,톰 홀랜더,다니엘 브륄,찰스 댄스,애론 테일러 존슨,스탠리 투치,알렉산드라 마리아 라라,크리스티안 네크라소프"
26,엔칸토: 마법의 세계,2021-11-24,"5,882,752,180",1.00%,"5,882,752,180","620,095","620,095","1,102","52,164",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"바이론 하워드,자레드 부시,채리스 카스트로 스미스","스테파니 비트리즈,마리아 세실리아 보테로,윌머 발더라마,아다사,다이앤 게레로,마우로 카스틸로,앤지 세페다,제시카 대로우,렌지 펠리즈,캐롤리나 가이탄"
27,연애 빠진 로맨스,2021-11-24,"6,120,461,000",1.00%,"6,120,461,000","603,015","603,015",967,"66,729",한국,한국,"(주)씨제이이엔엠,트웰브져니(주)",(주)씨제이이엔엠,15세이상관람가,"멜로/로맨스,코미디",정가영,"전종서,손석구,공민정,김슬기,배유람,김재화,임성재,임선우,김영옥,김광규,이학주,백재우,손석구,민성욱,고은민,장서경,김형준,장의수,김미화,어성욱,김지훈,이혜준,황대웅,김봉희,최청자,황복순,박인지,정하진,정준환,채영은,이동현,오은지,노희국,김다영,오상림,박세이,강문봉,남희정,채일,김형남,박종환"
28,장르만 로맨스,2021-11-17,"5,192,955,940",0.90%,"5,192,955,940","518,441","518,441","1,194","49,322",한국,한국,(주)비리프,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,코미디",조은지,"류승룡,오나라,김희원,이유영,성유빈,무진성,오정세,박형수,김귀선,최희진,정수지,김범수,류현경,남태우,이강녕,임성미,김한나,민구경,문정대,곽민규,지웅배,손성찬,서명찬,송지혁,이재열,박서유,정건영,김시원,정영섭,이두익,정윤하,이한솔,신연우,은상욱,김형균,임효우,김솔비,김진옥,조이찬,박정숙,전은미,이건행,강슬기,박경현,지혜영,진시원,조승범,유아름,김현정,원일,박복만,배유리,이린하,박지율,김도연,오우리"
29,미션 파서블,2021-02-17,"4,064,666,600",0.70%,"4,064,666,600","447,111","447,111",930,"45,091",한국,한국,(주)노시스컴퍼니,(주)메리크리스마스,15세이상관람가,"코미디,액션",김형주,"김영광,이선빈,오대환,서현철,최병모,김태훈,양범,류주한,줄리엔 강,이상홍,이지훈,박지연,박진수,최태환,노영학,나광훈,신혜정,신기환,박광재,정창현,김승현,한갑수,최종남,이주원,김민주,이필라,고다연,민채연,신재민,유주원,고우서,황상경,진우진,문서준,이도겸,정나연,박세원,김동운,전찬웅,고상현,김승준,전시완,송지민,김원중,김철구,주창욱,신세영,박현선,최민혁,서정훈,금종택,전종석,문광식,김재명,이수봉,이상민,이용희,권오철,이준,금종택,조민교,문광식,김용훈,이명규,윤민규,노성후,서장석,유인선,김경근,박태연,최용성,서은경,박태후,김월선,김병만,최제헌,김병오,서병덕,정미경,박서진,주재훈,홍현종,편한마음,송현주,김이루,김가은,전보람,김지형,김창현,김홍수,노원석,문성철,방수윤,서정화,안재국,양지연,윤주호,임진주,황정민,홍석천,장원영,김호영,장세아"
30,더 수어사이드 스쿼드,2021-08-04,"4,403,922,930",0.80%,"4,403,922,930","419,796","419,796","1,066","29,298",미국,미국,,워너브러더스 코리아(주),청소년관람불가,"액션,어드벤처,판타지,미스터리,SF",제임스 건,"마고 로비,이드리스 엘바,존 시나,조엘 킨나만,실베스터 스탤론,비올라 데이비스,제이 코트니"
31,비와 당신의 이야기,2021-04-28,"3,646,657,350",0.60%,"3,646,657,350","400,958","400,958",957,"44,038",한국,한국,(주)아지트필름,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티",전체관람가,"드라마,멜로/로맨스",조진모,"강하늘,천우희,이설,이양희,이항나,강영석,고우림,최명빈,원지우,고건한,이윤우,우정원,류혜린,이태영,강영일,박재한,박세현,홍하나임,송영하,우수빈,강후재,조지현,김태순,강이안,이서연,이민영,이은석,이가영,옥주리,유승신,김선민,지혜나,이유정,김민서,고경민,황도윤,강소라,임주환,김성균,황은수,조진모,박진수"
32,서복,2021-04-15,"3,628,177,450",0.60%,"3,628,177,450","385,409","385,409","1,382","49,517",한국,한국,"(주)씨제이이엔엠,(주)티피에스컴퍼니",(주)씨제이이엔엠,15세이상관람가,"드라마,액션",이용주,"공유,박보검,조우진,박병은,장영남,김재건,연제욱,김홍파,이언정,나광훈,박지훈,이범훈,성일,김리우,김건,정미남,최희원,김규도,차지원,백도겸,김호진,박지해,윤기창,박상훈,이상경,성도현,선인호,한지현,김채윤,장명길,윤형식,이선주,김용준,윤상훈,정연주,채연정,조연호,윤희철,이은희,조성재,정영섭,박건률,조진걸,박성용,신이준,백인성,권훈,이민우,전은화,양희우,조민국,이요성,이은효,강이안,유진,임재민,진가민,강은수,한명철,이현일,이성용,이지은,최운경,박근완,김관수,김태환,진시원,한지훈,박제혁,조승범,박정숙,유재상,박경용,김상동,김기정,김남규,김선혁,박도영,배건하,한승윤,김계형,김도현"
33,킬러의 보디가드 2,2021-06-23,"3,769,396,180",0.60%,"3,769,396,180","384,997","384,997",975,"36,205",미국,미국,,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",청소년관람불가,"액션,코미디,범죄",패트릭 휴즈,"라이언 레이놀즈,사무엘 L. 잭슨,셀마 헤이엑,모건 프리먼,안토니오 반데라스"
34,루카,2021-06-17,"3,393,832,110",0.60%,"3,393,832,110","371,572","371,572",856,"28,520",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,코미디",엔리코 카사로사,"제이콥 트렘블레이,잭 딜런 그레이저,엠마 버만"
35,자산어보,2021-03-31,"3,016,006,790",0.50%,"3,016,006,790","342,538","342,538","1,250","50,695",한국,한국,(주)씨네월드,플러스엠 엔터테인먼트,12세이상관람가,"사극,드라마",이준익,"설경구,변요한,이정은,민도희,차순배,강기영,송길호,김태범,동방우,정진영,김의성,방은진,류승룡,조우진,최원영,윤경호,조승연,김정팔,김준한,이영석,강성해,최홍일,조하석,이선주,최현진,김윤태,류성현,이근후,성홍일,배제기,정선철,이도군,오대성,정유미,박윤호,안영주,이정현,김종훈,정재훈,민태율,김철환,홍성오,임성재,주보비,조시연,김지환,김서진,황인보,도혜원,오상무,이미은,김현성,이승준,방준호,박종희,김성준,송기준,백송희,최윤우,함건수,강민구,안대천,지웅,이향주,황진모,안용덕,권영기,최재훈,윤태수,노시홍,노영주,박준규,윤정훈,장재혁,박강토,박진우,김서준,신선영,유인혜,이지영,변주우,팽지인,고지환,송용환,봉만대,노영주,변주우,김재형,윤슬,김건우,김건우,진재희"
36,내일의 기억,2021-04-21,"3,036,236,660",0.50%,"3,036,236,660","335,025","335,025",957,"41,477",한국,한국,"(주)아이필름코퍼레이션,(주)토리픽쳐스","(주)아이필름코퍼레이션,씨제이 씨지브이(CJ CGV)(주)",15세이상관람가,"미스터리,스릴러",서유민,"김강우,서예지,성혁,박상욱,배유람,김종구,배제기,박봄,공유림,김강훈,김욱,정기섭,안민영,김아람,송경의,최수정,이상희,송창규,김성준,박재한,이상홍,성재현,이태영,김지혜,심상민,염혜란,김주령"
37,라야와 마지막 드래곤,2021-03-04,"2,978,557,390",0.50%,"2,978,557,390","322,833","322,833","1,056","33,869",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,액션,어드벤처","돈 홀,카를로스 로페즈 에스트라다","켈리 마리 트란,아콰피나,산드라 오,대니얼 대 킴,젬마 찬"
38,프리 가이,2021-08-11,"3,135,627,670",0.50%,"3,135,627,670","313,728","313,728",750,"23,641",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처",숀 레비,"라이언 레이놀즈,조디 코머,타이카 와이티티,조 키어리"
39,더 스파이,2021-04-28,"2,866,544,830",0.50%,"2,866,544,830","313,022","313,022",710,"32,887",미국,미국,,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",15세이상관람가,스릴러,도미닉 쿡,"베네딕트 컴버배치,메랍 니니트쩨,제시 버클리"
40,강릉,2021-11-10,"3,172,047,770",0.50%,"3,172,047,770","306,422","306,422",761,"28,494",한국,한국,"(주)아센디오,(주)본팩토리,(주)데이드림엔터테인먼트,(유)조이앤시네마","(주)스튜디오 산타클로스엔터테인먼트,(주)아센디오,(주)제이앤씨미디어그룹",청소년관람불가,"범죄,액션",윤영빈,"유오성,장혁,박성근,오대환,김준배,이현균,신승환,최기섭,김세준,조현식,송영규,박정학,이채영,한선화,김병춘,배미자,유현수,지찬,전인혁,박재한,우상기,신유람,선율우,우혁,서재필,고윤빈,김누림,이진성,이건구,강나영,문하은,함건수,홍도성,장민기,박태산,김림후,오윤수,정진우,원필호,하정민,추상민,전희련,이도훈,박민현,유용국,김득겸,남강민,강정우,박준혁,전재홍,박경훈,김동준,이환의,김현빈,정재훈,윤동주,손교성,천석현,김민하,한동훈,박선혜,강성하,고건우,김한,염한성,김정섭,오명훈,김보성,곽장륜,최가인,이지영,한나나,이민영,오영철,공라희,지나경,김진환,유동현,엄태성,오성현,박준호,정현지,연수,김민석"
41,정글 크루즈,2021-07-28,"2,307,504,720",0.40%,"2,307,504,720","251,071","251,071",831,"20,933",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처",자움 콜렛 세라,"드웨인 존슨,에밀리 블런트,에드가 라미레즈"
42,명탐정 코난: 비색의 탄환,2021-04-16,"2,196,867,840",0.40%,"2,196,867,840","232,871","232,871",844,"25,780",일본,일본,,(주)씨제이이엔엠,12세이상관람가,애니메이션,나가오카 치카,
43,캐시트럭,2021-06-09,"2,182,507,790",0.40%,"2,182,507,790","231,992","231,992",938,"27,954",미국,미국,,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹",청소년관람불가,액션,가이 리치,"제이슨 스타뎀,스콧 이스트우드,조쉬 하트넷,홀트 맥칼라니,제프리 도노반"
44,크루즈 패밀리: 뉴 에이지,2021-05-05,"2,022,787,700",0.30%,"2,022,787,700","230,017","230,017","1,082","21,365",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디,어드벤처",조엘 크로포드,"엠마 스톤,라이언 레이놀즈,켈리 마리 트란,니콜라스 케이지,피터 딘클리지"
45,이스케이프 룸 2: 노 웨이 아웃,2021-07-14,"2,219,351,090",0.40%,"2,219,351,090","223,313","223,313",728,"19,842",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,공포(호러),스릴러",애덤 로비텔,"테일러 러셀,로건 밀러"
46,"극장판 포켓몬스터: 정글의 아이, 코코",2021-09-15,"1,941,940,320",0.30%,"1,941,940,320","213,913","213,913",699,"14,044",일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,야지마 테츠오,
47,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,2021-09-15,"1,896,872,490",0.30%,"1,896,872,490","199,726","199,726",593,"13,880",일본,일본,,(주)씨제이이엔엠,전체관람가,애니메이션,쿄고쿠 타카히코,"박영남,김환진,강희선,여민정,정유미,강새봄,정혜옥,시영준"
48,매트릭스: 리저렉션,2021-12-22,"1,923,032,630",0.30%,"1,923,032,630","191,280","191,280",970,"15,414",미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,SF",라나 워쇼스키,"키아누 리브스,캐리 앤 모스,닐 패트릭 해리스,제이다 핀켓 스미스,야히아 압둘 마틴 2세,조나단 그로프,프리얀카 초프라"
49,방법: 재차의,2021-07-28,"1,556,061,010",0.30%,"1,556,061,010","175,578","175,578",838,"19,136",한국,한국,"클라이맥스 스튜디오(주),(주)씨제이이엔엠,스튜디오 드래곤,(주)키이스트",(주)씨제이이엔엠,15세이상관람가,"미스터리,스릴러",김용완,"엄지원,정지소,정문성,김인권,고규필,권해효,오윤아,이설,전국환,정재성,박찬우,남연우,서지후,채드 박,김희창,조용준,박강섭,김영민,김광현,전영,김금순,심소영,박재완,박민관,유장영,김미수,최윤빈,김재형,박정후,한상조,유정호,전준영,홍의준,최백선,유인혁,전성재,문상준,장영,양동선,현영균,박성용,유인호,우승도,성욱,임효정,장순량,감종문,문영수,강수호,문기환,박도현,윤서진,김현우,최병모,김수환,김송일,정현옥,김만호,김민환,김빛나래,김영민,김윤도,김재현,김진욱,김한솔,김현우,남상우,문바롬,민정은,박상협,박하영,성백인,손주환,송현진,송지혁,안재원,윤상원,이보영,임지우,전아희,정은희,지성은,최성식,현직,황윤호,조한철,이중옥,양현민,박종환,정지원"
50,새해전야,2021-02-10,"1,571,840,850",0.30%,"1,572,183,850","171,451","171,500",906,"21,525",한국,한국,(주)수필름,(주)에이스메이커무비웍스,12세이상관람가,"멜로/로맨스,코미디",홍지영,"김강우,유인나,유연석,이연희,이동휘,천두링,염혜란,유태오,최수영,예수정,이준혁,조한철,안세하,송상은,이지하,권오경,박강섭,최지연,김시영,민이솔,원숙희,장범준,김수현,김동영,이문빈,안진영,하선엽,이희원,김민서,진우진,차재성,세 현,윤승훈,강대훈,이유진,전준영,지한솔,김성성,박혜린,이향숙,김승희,이충민,김대진,손고은,안석현,이한새,김훈종,이민준,김선욱,이상아,김소연,박성무,진영빈,안진영,이희원,이유진,김지영,서현우,남보라,라미란,손종학,정규수,김광규,시원,김유리,오상진,신동호"
51,고장난 론,2021-10-27,"1,440,020,590",0.20%,"1,440,020,590","160,005","160,005",904,"17,689",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"사라 스미스,장 필립 바인,옥타비오 E. 로드리게즈","자크 갈리피아나키스,잭 딜런 그레이저,올리비아 콜맨,에드 헬름스"
52,원더 우먼 1984,2020-12-23,"1,457,151,940",0.20%,"4,947,583,400","157,709","548,695","1,877","38,356",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처",팻티 젠킨스,"갤 가돗,크리스 파인,크리스틴 위그,페드로 파스칼,코니 닐슨,로빈 라이트,가브리엘라 와일드"
53,카오스 워킹,2021-02-24,"1,230,782,480",0.20%,"1,230,782,480","147,443","147,443",780,"19,535",미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,어드벤처,더그 라이만,"톰 홀랜드,데이지 리들리,매즈 미켈슨,닉 조나스"
54,파이프라인,2021-05-26,"1,216,420,450",0.20%,"1,216,420,450","139,818","139,818",777,"20,598",한국,한국,(주)빅오션이엔엠,"플러스엠 엔터테인먼트,(주)리틀빅픽쳐스",15세이상관람가,범죄,유하,"서인국,이수혁,음문석,유승목,태항호,배유람,배다빈,서동원,지대한,정재광,박민규,신유람,김영필,김정팔,우강민,이영석,정형호,설재근,박혁민,심소영,김대경,용진,오문강,정진우,서수영,류연영,강두현,박수영,나대남,김건,김진영,김용민,정이삭,이태영,안지훈,윤대근,조영길,정창호,김정현,이상혁,한성민,문창준,김연교,박정환,안현정,백하늘,김민경,김현"
55,톰과 제리,2021-02-24,"1,165,273,600",0.20%,"1,165,273,600","135,512","135,512",918,"17,303",미국,미국,,워너브러더스 코리아(주),전체관람가,애니메이션,팀 스토리,"클로이 모레츠,마이클 페나,켄 정,크리스티나 청"
56,노바디,2021-04-07,"1,274,881,750",0.20%,"1,274,881,750","134,037","134,037",577,"19,852",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,코미디",일리야 나이슐러,"봅 오덴커크,코니 닐슨,크리스토퍼 로이드"
57,스파이럴,2021-05-12,"1,300,063,130",0.20%,"1,300,063,130","132,427","132,427",691,"20,252",헝가리,헝가리,,(주)올스타엔터테인먼트,청소년관람불가,스릴러,대런 린 보우즈만,"크리스 록,사무엘 L. 잭슨,마리솔 니콜스,맥스 밍겔라"
58,더 박스,2021-03-24,"951,294,340",0.20%,"951,294,340","122,469","122,469",372,"3,672",한국,한국,(주)영화사테이크,(주)씨네필운,12세이상관람가,드라마,양정웅,"찬열,조달환,김지현,강재준,계지현,서동오,김상보,도광원,정회권,김기분,이화정,김낙균,정인혜,장민기,문성운,김춘식,방원식,임형섭,신경철,개　코,정해균,성병숙,이기영,송승환,장현석,김명연,장지아,김수정,한인수"
