순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
3372,이별식당,2020-08-27,"30,000",0.00%,"5,986,740",15,772,1,5,한국,한국,"(주)미스터로맨스,HATCH FILM ,서울예술대학,영화사 아전인수","(주)에스와이코마드,아이 엠",12세이상관람가,"뮤지컬,드라마,멜로/로맨스",임왕태,"고윤,송글송글,현명한,배준수,이진성,이다영,김태성,신인숙,지가민,한준용,진채완,이지은,김은수,김가을,이연주,권오복,윤수정,노수빈,김윤미,이선아,김지혜"
3372,인터멧조,,"30,000",0.00%,"5,611,000",15,"2,793",1,2,미국,미국,,,,멜로/로맨스,그레고리 라토프,"레슬리 하워드,잉그리드 버그만"
3372,지옥의 특전대,1978-12-09,"30,000",0.00%,"217,000",15,90,1,1,영국,"영국,스위스",,,청소년관람불가,"드라마,액션,어드벤처,전쟁",앤드류 V. 맥라글렌,"리차드 버튼,로저 무어,하디 크루거,리차드 해리스"
3372,지원의 지원,,"105,000",0.00%,"105,000",15,15,1,1,한국,한국,,,,드라마,이동석,
3372,태양 아래(해설판),2016-07-14,"15,000",0.00%,"3,593,000",15,531,1,1,체코,"체코,러시아,독일",,THE 픽쳐스,전체관람가,다큐멘터리,비탈리 만스키,
3372,태풍이 지나가고,2016-07-27,"134,000",0.00%,"777,302,972",15,"93,636",1,5,일본,일본,,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,"아베 히로시,키키 키린,마키 요코,코바야시 사토미"
3372,파도,,"30,000",0.00%,"6,802,000",15,"3,331",1,1,미국,미국,,,,멜로/로맨스,빅터 사빌,"라나 터너,반 헤플린"
3372,패시지 계곡,,"78,000",0.00%,"78,000",15,15,1,3,미국,미국,,,,서부극(웨스턴),자크 투르뇌르,"다나 앤드류스,수잔 헤이워드"
3372,펠햄 123,2009-06-11,"107,000",0.00%,"2,374,240,500",15,"354,865",1,2,미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"액션,스릴러,범죄",토니 스콧,"존 트라볼타,덴젤 워싱턴"
3372,포획,,"71,000",0.00%,"302,000",15,59,1,2,미국,미국,,,15세이상관람가,드라마,맥스 오퓌스,"제임스 메이슨,바바라 벨 게디스"
3372,프랑스에서 + 그라이아이: 주둔하는 신,,"90,000",0.00%,"90,000",15,15,1,1,한국,한국,,,,기타,,
3372,해럴드 로이드 50주기 특별전: 단편1,,"83,000",0.00%,"83,000",15,15,1,3,미국,미국,,,,코미디,,
3403,1월 수요단편극장-인디스토리 쇼케이스: 사랑을 들여다보는 방법,,"112,000",0.00%,"112,000",14,14,1,1,한국,한국,,,,기타,,
3403,"6월 수요단편극장: 우리가 살아온, 그들이 살아갈 세상",,"109,000",0.00%,"109,000",14,14,1,1,한국,한국,,,,기타,,
3403,DIFF2021 경쟁10,,"112,000",0.00%,"112,000",14,14,1,1,한국,한국,,,,기타,,
3403,DIFF2021 경쟁5,,"111,000",0.00%,"111,000",14,14,1,1,한국,한국,,,,기타,,
3403,DIFF2021 경쟁7,,"112,000",0.00%,"112,000",14,14,1,1,한국,한국,,,,기타,,
3403,[네마프2021] 아시아뉴대안영화전1,,"98,000",0.00%,"98,000",14,14,1,1,기타,기타,,,,기타,,
3403,단편선: 창작의 고달픔,,"107,000",0.00%,"107,000",14,14,1,3,한국,한국,,,,기타,,
3403,담쟁이,2020-10-28,"123,000",0.00%,"34,885,130",14,"4,390",1,1,한국,한국,"다이노(DIE NO),(주)조이컴퍼니",(주)트리플픽쳐스,15세이상관람가,"가족,드라마",한제이,"우미화,이연,김보민,최정화,안민영,황미영,이다영,윤동하,김지민,최우정,조윤정,조은경,최선영,박정민,박지훈,권수진,신희철,김한솔,이현미,이윤희,강숙,김종재,서유성,박진훈,유안,엄옥란,김아람,이준서,정현,서석규,강학수,정수지,곽수정,하승연,이관헌,문수영,임윤비,전희련,김완수,고관재,김윤미,최우정,정수지,장근영,곽민호,조준형,박지안,곽진,박혜영,이원희"
3403,도쿄 상공 30초,,"28,000",0.00%,"1,303,000",14,639,1,1,미국,미국,,,,"전쟁,드라마",머빈 르로이,"반 존슨,로버트 워커"
3403,마스터,2013-07-11,"103,000",0.00%,"283,295,800",14,"36,970",1,2,미국,미국,,(주)영화사 진진,청소년관람불가,드라마,폴 토마스 앤더슨,"호와킨 피닉스,필립 세이모어 호프만,에이미 아담스"
3403,무비 크레이지,,"80,000",0.00%,"80,000",14,14,1,3,미국,미국,,,,"코미디,가족,멜로/로맨스",클라이드 브루크맨,"해롤드 로이드,콘스탄스 커밍스"
3403,물고기,2013-01-31,"70,000",0.00%,"4,628,000",14,518,1,2,한국,한국,디마엔터테인먼트,(주)미로비젼,15세이상관람가,미스터리,박홍민,"이장훈,김선빈,최소은,박노식,임호상,홍이게,박홍민"
3403,바람아 안개를 걷어가다오 + 당신에 대하여,,"140,000",0.00%,"140,000",14,14,1,1,한국,한국,,,,다큐멘터리,신동민,
3403,바퀴 4부,,"82,000",0.00%,"82,000",14,14,1,1,프랑스,프랑스,,,,드라마,아벨 갠스,
3403,백주의 결투,,"28,000",0.00%,"10,082,000",14,"4,354",1,1,미국,미국,,,15세관람가,"드라마,멜로/로맨스,서부극(웨스턴)",킹 비더,"그레고리 펙,릴리안 기쉬,허버트 마샬,조셉 코튼,월터 휴스톤,찰스 빅포드,라이오넬 배리모어,제니퍼 존스"
3403,보드랍게,2022-02-23,"79,000",0.00%,"686,000",14,119,1,2,한국,한국,(사)정신대할머니와함께하는시민모임,(주)인디플러그,전체관람가,다큐멘터리,박문칠,"김순악,안이정선,송현주,이인순"
3403,서바이벌 게임,,"28,000",0.00%,"224,000",14,112,1,1,미국,미국,,,,"어드벤처,스릴러,드라마",존 부어만,"존 보이트,버트 레이놀즈"
3403,"설악, 산양의 땅 사람들",,"70,000",0.00%,"217,000",14,35,1,1,한국,한국,,,,다큐멘터리,이강길,
3403,솔저 블루,1971-05-29,"28,000",0.00%,"284,000",14,113,1,1,미국,미국,에이브이씨오엠버시픽쳐스,,,"서부극(웨스턴),액션",랄프 넬슨,"피터 스트라우스,캔디스 버겐"
3403,신입생,,"76,000",0.00%,"76,000",14,14,1,3,미국,미국,,,12세이상관람가,"가족,드라마,코미디","프레드 C. 뉴메이어,샘 테일러","해롤드 로이드,조비너 랄스톤"
3403,십계 6편 : 간음하지 말라,,"70,000",0.00%,"3,133,000",14,772,1,1,폴란드,폴란드,,,,기타,크지슈토프 키에슬로프스키,
3403,십계 8편 : 거짓 증언하지 말라,,"70,000",0.00%,"2,264,750",14,587,1,1,폴란드,폴란드,,,,기타,크지슈토프 키에슬로프스키,
3403,싱 오버 미,2015-09-24,"101,000",0.00%,"13,421,000",14,"1,822",1,5,미국,미국,,문화선교연구원,12세이상관람가,다큐멘터리,제이콥 카인드버그,
3403,아치: 시대의 건축,,"84,000",0.00%,"84,000",14,14,1,1,이탈리아,이탈리아,,,,다큐멘터리,,
3403,알바트로스,,"140,000",0.00%,"452,000",14,71,1,2,미국,미국,,,,다큐멘터리,,
3403,와일드 파티,,"63,000",0.00%,"63,000",14,14,1,3,미국,미국,,,,"코미디,드라마",도로시 아즈너,프레드릭 마치
3403,웨이 오브 어 가우초,,"71,000",0.00%,"71,000",14,14,1,3,미국,미국,,,,"액션,어드벤처,멜로/로맨스,서부극(웨스턴)",자크 투르뇌르,진 티어니
3403,이중섭의 아내,2016-09-08,"107,000",0.00%,"6,321,700",14,885,1,7,일본,일본,,"THE 픽쳐스,(주)미로스페이스",전체관람가,다큐멘터리,사카이 아츠코,"야마모토 마사코,야마모토 야스나리"
3403,청춘은 밤이 없다,,"28,000",0.00%,"4,862,000",14,"2,426",1,1,미국,미국,,,,드라마,델머 데이브스,"트로이 도나휴,도로시 맥과이어"
3403,콘돌,1990-01-01,"28,000",0.00%,"316,000",14,124,1,1,미국,미국,파라마운트 픽쳐스,파라마운트 픽쳐스,고등학생이상관람가,"드라마,스릴러",시드니 폴락,로버트 레드포드
3403,탐엣더팜,2014-05-22,"154,000",0.00%,"59,625,000",14,"7,619",1,2,캐나다,"캐나다,프랑스",,(주)엣나인필름,15세이상관람가,"드라마,스릴러",자비에 돌란,"자비에 돌란,피에르-이브 카르디날,리즈 로이"
3403,핫 워터,,"79,000",0.00%,"79,000",14,14,1,3,미국,미국,,,,코미디,"프레드 C. 뉴메이어,샘 테일러",해롤드 로이드
3403,해럴드 로이드 50주기 특별전: 단편2,,"82,000",0.00%,"82,000",14,14,1,3,미국,미국,,,,코미디,,
3403,해협,,"70,000",0.00%,"1,002,000",14,153,1,3,한국,한국,,,,다큐멘터리,오민욱,
3437,DIFF2021 개막작,,"104,000",0.00%,"104,000",13,13,1,1,한국,한국,,,,기타,,
3437,EXiS2021 EX-Now 3,,"91,000",0.00%,"91,000",13,13,1,1,기타,기타,,,,기타,,
3437,EXiS2021 Indi-Visual 3,,"91,000",0.00%,"91,000",13,13,1,1,포르투갈,포르투갈,,,,기타,,
3437,SIFFF2021 오감만족 한국단편경선 1,,"91,000",0.00%,"91,000",13,13,1,1,한국,한국,,,,기타,,
3437,SIPFF2021 누구나 비밀은 있다(PS) 2,,"130,000",0.00%,"130,000",13,13,1,1,기타,기타,,,,기타,,
3437,SIPFF2021 영 헌터(PS),,"130,000",0.00%,"130,000",13,13,1,1,기타,기타,,,,기타,,
3437,거상의 길,,"26,000",0.00%,"9,360,000",13,"4,384",1,1,미국,미국,,,미정,"드라마,어드벤처",윌리엄 디터리,"엘리자베스 테일러,피터 핀치,다나 앤드류스"
3437,광주독립영화관 개관 3주년 기획전 - 김현정 감독전,,"65,000",0.00%,"65,000",13,13,1,1,한국,한국,,,,드라마,,
3437,그랜드 호텔,,"26,000",0.00%,"598,000",13,299,1,1,미국,미국,,,,드라마,에드문드 골딩,"그레타 가르보,존 배리모어"
3437,나의 사적인 여자친구,2015-01-08,"81,000",0.00%,"78,992,355",13,"9,972",1,4,프랑스,프랑스,,찬란,청소년관람불가,"코미디,드라마",프랑수아 오종,"로맹 뒤리스,아나이스 드무스티에,라파엘 페르소나즈"
3437,나의 인생여행,2020-12-10,"65,000",0.00%,"4,822,210",13,603,1,13,영국,영국,,(주)라이크콘텐츠,15세이상관람가,"드라마,멜로/로맨스",,"헨리 골딩,파커 소여"
3437,내 왕관의 별,,"70,000",0.00%,"70,000",13,13,1,3,미국,미국,,,,"드라마,가족,서부극(웨스턴)",자크 투르뇌르,"조엘 맥크레,딘 스톡웰"
3437,네 멋대로 해라,,"72,000",0.00%,"6,335,000",13,"2,207",1,1,프랑스,프랑스,,,청소년관람불가,"드라마,범죄",장 뤽 고다르,"장 폴 벨몽도,진 세버그"
3437,다이얼 M을 돌려라,,"26,000",0.00%,"14,176,000",13,"6,720",1,1,미국,미국,워너 브러더스 픽쳐스,,,"범죄,미스터리,스릴러",알프레드 히치콕,"레이 밀랜드,그레이스 켈리,로버트 커밍스,존 윌리엄스"
3437,대구독립영화 연말정산 2021 - 단편3,,"104,000",0.00%,"104,000",13,13,1,1,한국,한국,,,,기타,,
3437,말할 수 없는 비밀,2008-01-10,"104,000",0.00%,"1,204,997,650",13,"171,798",2,7,대만,"대만,홍콩",,"(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티",12세이상관람가,"멜로/로맨스,드라마",주걸륜,"주걸륜,계륜미,황추생,증개현"
3437,먼데이의 위대한 여정,,"96,000",0.00%,"96,000",13,13,1,2,호주,호주,,(주)영진크리에이티브,12세이상관람가,드라마,커트 마틴,"아론 제퍼리,데이빗 필드,애슐린 루든 갬블,조지 풀라"
3437,바람에 쓴 편지,,"26,000",0.00%,"9,704,000",13,"4,871",1,2,미국,미국,,,12세관람가,"드라마,멜로/로맨스",더글라스 서크,"록 허드슨,로렌 바콜,로버트 스택"
3437,바퀴 2부,,"71,000",0.00%,"71,000",13,13,1,1,프랑스,프랑스,,,,드라마,아벨 갠스,
3437,버든: 세상을 바꾸는 힘,2020-11-25,"13,000",0.00%,"18,780,570",13,"2,281",1,13,미국,미국,,(주)제이앤씨미디어그룹,15세이상관람가,드라마,앤드류 헤클러,"포레스트 휘테커,가렛 헤드룬드,안드레아 라이즈보로,톰 윌킨슨"
3437,순종,2016-11-17,"26,000",0.00%,"418,402,200",13,"58,657",1,2,한국,한국,(재)CBS,"(재)CBS,(주)영화사 안다미로",전체관람가,다큐멘터리,"김동민,이주훈","최강희,최수종,김은혜,김영화"
3437,신조영웅,2021-12-29,"25,000",0.00%,"25,000",13,13,5,13,홍콩,홍콩,,(유)조이앤시네마,12세이상관람가,"판타지,액션,드라마",,
3437,애니멀 크래커,2020-08-05,"66,000",0.00%,"1,028,925,740",13,"129,701",1,1,미국,미국,,(주)이수C&E,전체관람가,"애니메이션,어드벤처,가족,판타지",토니 밴크로프트,"존 크래신스키,에밀리 블런트,대니 드비토,이안 맥켈런,실베스터 스탤론"
3437,오렌지필름 기획전 - 식식[食食]한 사람들,,"114,000",0.00%,"114,000",13,13,1,4,한국,한국,,,,기타,,
3437,이중섭의 눈,,"40,000",0.00%,"40,000",13,13,1,3,한국,한국,,,,다큐멘터리,김희철,
3437,인도 제국의 앤,,"73,000",0.00%,"73,000",13,13,1,3,미국,미국,,,,"액션,어드벤처,드라마,멜로/로맨스",자크 투르뇌르,진 피터스
3437,인디그라운드X독립영화전용관 특별기획전 섹션1,,"81,000",0.00%,"81,000",13,13,2,4,한국,한국,,,,기타,,
3437,인디그라운드X독립영화전용관 특별기획전 섹션5,,"97,000",0.00%,"97,000",13,13,1,4,한국,한국,,,,드라마,,
3437,"조제, 호랑이 그리고 물고기들",2004-10-29,"118,000",0.00%,"523,163,636",13,"76,019",2,4,일본,일본,아스믹에이스엔터테인먼트,"(주)디스테이션,(주)프레인글로벌,(주)스폰지이엔티","15세관람가,15세이상관람가",드라마,이누도 잇신,"츠마부키 사토시,이케와키 치즈루"
3437,지옥행 비밀 지령,,"81,000",0.00%,"81,000",13,13,1,3,필리핀,"필리핀,미국",,,,"전쟁,드라마",몬테 헬만,잭 니콜슨
3437,철인들,,"26,000",0.00%,"84,000",13,42,1,1,미국,미국,,,,서부극(웨스턴),앤드류 V. 맥라글렌,"존 웨인,록 허드슨"
3437,칼 타고,,"26,000",0.00%,"3,395,000",13,"1,695",1,1,이탈리아,"이탈리아,프랑스",,,,"드라마,액션,어드벤처",카르미네 갈로네,"피에르 브라소,안느 헤이우드"
3437,키아로스타미의 길,,"65,000",0.00%,"65,000",13,13,1,2,이란,이란,,,,다큐멘터리,압바스 키아로스타미,
3437,파리의 아메리카인,,"26,000",0.00%,"6,956,000",13,"3,207",1,1,미국,미국,,,,"드라마,뮤지컬,멜로/로맨스",빈센트 미넬리,
3437,할머니의 아이,,"75,000",0.00%,"75,000",13,13,1,3,미국,미국,,,,"코미디,가족",프레드 C. 뉴메이어,해롤드 로이드
3437,해저 도시,,"81,000",0.00%,"81,000",13,13,1,3,영국,"영국,미국",,,,"어드벤처,판타지,공포(호러),SF",자크 투르뇌르,"빈센트 프라이스,탭 헌터,데이비드 톰린슨"
3437,황무지 5월의 고해,2020-10-28,"93,000",0.00%,"10,717,500",13,"1,327",1,3,한국,한국,(주)인디컴,시네마 뉴원,15세이상관람가,드라마,김태영,"조선묵,양재만,서갑숙,이경아,김영석,김윤태,문창근,한영숙,이영자,방은희,이현란,선동혁,김정,차기환,김찬구,이은영,심지미,이숙,유문선,전무송"
3474,39 계단,,"24,000",0.00%,"3,126,000",12,"1,558",1,2,영국,영국,,,,"미스터리,스릴러",알프레드 히치콕,"로버트 도냇,매들린 캐롤"
3474,DIFF2021 배리어프리,,"94,000",0.00%,"94,000",12,12,1,1,한국,한국,,,,기타,,박지수
3474,EXiS2021 Indi-Visual 1,,"84,000",0.00%,"84,000",12,12,1,1,한국,한국,,,,기타,,
3474,FIWOM2021 피움초이스7,,"96,000",0.00%,"96,000",12,12,1,1,한국,한국,,,,기타,,
3474,G20성공기원 영화대축제,2010-10-28,"24,000",0.00%,"2,406,000",12,549,1,1,기타,기타,,,,,,
3474,SESIFF2021 개막식,,"77,000",0.00%,"77,000",12,12,1,1,기타,기타,,,,기타,,
3474,SIFFF2021 오감만족 국제단편경선 3,,"84,000",0.00%,"84,000",12,12,1,1,기타,기타,,,,기타,,
3474,SIFFF2021 오감만족 국제단편경선 4,,"84,000",0.00%,"84,000",12,12,1,1,기타,기타,,,,기타,,
3474,SIFFF2021 오감만족 국제단편경선 5,,"84,000",0.00%,"84,000",12,12,1,1,기타,기타,,,,기타,,
3474,공군 대전략,,"24,000",0.00%,"87,000",12,33,1,1,영국,영국,,,,"전쟁,드라마",가이 해밀튼,"해리 앤드류스,마이클 케인"
3474,나일강의 소녀들,,"84,000",0.00%,"84,000",12,12,1,2,프랑스,프랑스,,,,드라마,아틱 라히미,파스칼 그레고리
3474,더 한복판으로,,"90,000",0.00%,"90,000",12,12,1,2,한국,한국,,,,다큐멘터리,오소영,
3474,라이징 쇼츠! -최성은 배우전,,"108,000",0.00%,"108,000",12,12,1,1,한국,한국,,,,기타,,
3474,마타하리,,"29,000",0.00%,"5,307,000",12,"2,556",1,2,미국,미국,,,,드라마,조지 피츠모리스,"그레타 가르보,라이오넬 배리모어"
3474,막다른 골목의 추억,2019-04-04,"112,470",0.00%,"28,454,210",12,"3,530",2,5,한국,"한국,일본",(주)영화사조아,(주)트리플픽쳐스,12세이상관람가,멜로/로맨스,최현영,"최수영,타나카 슌스케,안보현,동현배,배누리,이정민,히라타 카오루,유경,이정민"
3474,바퀴 1부,,"66,000",0.00%,"66,000",12,12,1,1,프랑스,프랑스,,,,드라마,아벨 갠스,
3474,바퀴 3부,,"63,000",0.00%,"63,000",12,12,1,1,프랑스,프랑스,,,,드라마,아벨 갠스,
3474,배트맨 비긴즈,2005-06-24,"60,000",0.00%,"5,799,228,000",12,"903,202",1,9,미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),12세관람가,"범죄,액션,판타지",크리스토퍼 놀란,"리암 니슨,크리스찬 베일,마이클 케인"
3474,사랑아 나는 통곡한다,,"24,000",0.00%,"10,491,000",12,"5,198",1,2,미국,미국,,,12세이상관람가,멜로/로맨스,윌리엄 와일러,"올리비아 드 하빌랜드,몽고메리 클리프트,랄프 리차드슨,마리암 홉킨스"
3474,산티아고의 흰 지팡이,2020-03-19,"79,000",0.00%,"22,524,270",12,"3,452",1,13,한국,한국,제이리미디어,제이리미디어,전체관람가,다큐멘터리,이종은,"김다희,박재한,인영균 신부,권형정,김여진"
3474,섹션 3 : 자연을 담은 춤,,"72,000",0.00%,"72,000",12,12,1,2,기타,기타,,,,기타,,
3474,시몽 시네마의 101일 밤,,"42,000",0.00%,"272,000",12,61,1,1,프랑스,"프랑스,영국",,,,코미디,아녜스 바르다,"미셸 피콜리,마르첼로 마스트로얀니,줄리 가예트"
3474,썸머프라이드시네마 2021-단편 모음 1,,"107,000",0.00%,"107,000",12,12,1,1,한국,한국,,,,기타,,
3474,"안녕, 티라노: 영원히, 함께",2019-08-14,"127,999",0.00%,"1,591,147,229",12,"203,679",1,6,한국,한국,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,시즈노 코분,"시영준,정혜원,이세은,이현,김지혜,박영진,김준현,사성웅,시영준,정형석,곽윤상,이동훈,김인형,김지혜,박주광,전종구,오인실"
3474,"오렌지필름 6주년, mixtape vol.6 (오렌지필름 기획전)",,"88,000",0.00%,"88,000",12,12,1,1,한국,한국,,,,기타,,
3474,왕과 나,,"24,000",0.00%,"10,787,000",12,"5,045",1,2,미국,미국,투엔티쓰 센츄리-폭스 필름 코퍼레이션,,전체관람가,"뮤지컬,코미디,가족,멜로/로맨스",월터 랭,"율 브린너,데보라 카"
3474,우리에게 내일은 없다,2007-05-17,"24,000",0.00%,"22,087,500",12,"3,341",1,1,한국,한국,청년필름(주),스폰지,15세이상관람가,드라마,노동석,"김병석,김용균,최재성,최두영,유아인,강병화,김효관,송정민,신동석,조민석,안몽식,표용수,최성진,김수덕,정승주,이용택,이창윤,이윤형,김준기,박명신,정승길,조민석"
3474,유니티 템플,,"72,000",0.00%,"72,000",12,12,1,1,미국,미국,,,,다큐멘터리,,
3474,인디그라운드X독립영화전용관 특별기획전 섹션3,,"93,000",0.00%,"93,000",12,12,1,4,한국,한국,,,,드라마,,
3474,젊은이의 양지,2020-10-28,"60,000",0.00%,"44,856,770",12,"5,313",1,1,한국,한국,(주)준필름,(주)리틀빅픽쳐스,15세이상관람가,드라마,신수원,"김호정,김현태,윤찬영,정하담,최준영,한지원,한재이,진용욱,김보윤,이주원,강태제,김재록,박현영,문수영,이지봄,오정우,안예림,신연식,조은주,임정운,김서하,이명옥,김희,문인환,조새연,허웅,최준석,신소정,연하라,윤한나,김민정,김여경,노희중,허성우,오춘환,김규연,정윤서,임연지,한기옥,조동환,권소현,주광현,노현정,신지인"
3474,제23회 부산독립영화제 포럼2,,"72,000",0.00%,"72,000",12,12,1,1,한국,한국,,,,기타,,
3474,즐거운 인생,,"71,000",0.00%,"441,000",12,87,1,1,프랑스,"프랑스,이탈리아,스위스",,,,드라마,끌로드 쏘레,"미셸 피콜리,로미 슈나이더"
3474,초행,2017-12-07,"89,000",0.00%,"58,570,900",12,"7,593",1,1,한국,한국,봄내필름,(주)인디플러그,12세이상관람가,드라마,김대환,"김새벽,조현철,류제승"
3474,칠수와 만수,1988-11-26,"60,000",0.00%,"911,000",12,339,1,1,한국,한국,(주)동아수출공사,,고등학생이상관람가,드라마,박광수,"안성기,박중훈,배종옥,홍성민,김일우,이승호,김명국"
3474,크리스토퍼 스트롱,,"66,000",0.00%,"166,000",12,34,1,3,미국,미국,,,,"액션,어드벤처,드라마",도로시 아즈너,"캐서린 헵번,콜린 클라이브,빌리 버크"
3474,호건과 사라,,"24,000",0.00%,"266,000",12,110,1,1,,,,,,,,
3474,호수길,,"72,000",0.00%,"267,000",12,44,1,1,한국,한국,,시네마달,12세이상관람가,다큐멘터리,정재훈,
3511,"11월 수요단편극장: 웜(warm)-메이드, 또똣한 단편전",,"88,000",0.00%,"88,000",11,11,1,1,한국,한국,,,,기타,,
3511,"2021 인디포럼 월례비행 12월 ‘WITH, INDIEFORUM’",,"96,000",0.00%,"96,000",11,11,1,1,한국,한국,,,,기타,,
3511,DIFF2021 경쟁6,,"88,000",0.00%,"88,000",11,11,1,1,한국,한국,,,,기타,,
3511,EXiS2021 EX-Retro 3,,"77,000",0.00%,"77,000",11,11,1,1,미국,미국,,,,기타,,
3511,[네마프2021] 한국신작전7,,"77,000",0.00%,"77,000",11,11,1,2,한국,한국,,,,기타,,
3511,가장 환하고 따뜻한,,"88,000",0.00%,"88,000",11,11,1,1,한국,한국,대장정,대장정,15세이상관람가,드라마,최진영,
3511,고양이 집사,2020-05-14,"99,000",0.00%,"25,654,440",11,"2,999",1,5,한국,한국,엠앤씨에프,㈜인디스토리,전체관람가,다큐멘터리,이희섭,"임수정,강용구,강종석,권도현,김라희,김복득,반다경,배초롱,백지은,송민우,신상희,유용우,윤근숙,윤승찬,음미경,차인주,한상희,홍혜정,임정은,전지윤,정성님,최종훤"
3511,단지 세상의 끝,2017-01-18,"120,000",0.00%,"250,956,173",11,"31,903",1,3,캐나다,"캐나다,프랑스",,(주)엣나인필름,15세이상관람가,드라마,자비에 돌란,"나탈리 베이,뱅상 카셀,마리옹 꼬띠아르,레아 세이두,가스파르 울리엘"
3511,두 번째 사랑,2007-06-21,"70,000",0.00%,"655,103,000",11,"99,441",1,1,한국,"한국,미국","나우필름(주),복스3 필름",(주)프라임엔터테인먼트,청소년관람불가,"드라마,멜로/로맨스",김진아,"하정우,파미가 베라,데이비드 맥기니스,이화시"
3511,레즈비언 정치도전기,,"110,000",0.00%,"444,000",11,72,1,1,한국,한국,연분홍치마,,,다큐멘터리,"홍지유,한영희",
3511,로스트 걸 & 러브호텔,2021-03-24,"65,000",0.00%,"65,000",11,11,5,11,미국,미국,,위드 라이언 픽쳐스,청소년관람불가,"드라마,스릴러",,
3511,마담 X,,"22,000",0.00%,"4,762,000",11,"2,333",1,1,미국,미국,,,,기타,데이비드 로웰 리치,"라나 터너,존 포사이스"
3511,밀양,2007-05-23,"105,000",0.00%,"10,274,497,000",11,"1,604,949",1,1,한국,한국,파인하우스필름(주),(주)시네마서비스,15세이상관람가,드라마,이창동,"전도연,송강호,조영진,김영재,김종수,오만석,김미경,김영선,김미향,이민호,김혜정,성종훈,김명희,조영숙,박종섭,조은진,박현배,조현아,이동영,강희원,문성환,서주연,김관규,운기진,최선화,임광명,박성도,이혜영,이유림,이해미,이희준,차은재,염혜란,박명신,김미경,이중옥,백익남,이윤희"
3511,보호자,,"83,000",0.00%,"83,000",11,11,1,2,터키,터키,,,,드라마,,
3511,복면목사,2021-04-01,"58,000",0.00%,"58,000",11,11,1,5,캐나다,캐나다,,(재)CBS,12세이상관람가,"드라마,기타",워렌 P. 소노다,
3511,뷰티풀 차일드,2013-11-28,"22,000",0.00%,"4,654,000",11,714,1,2,한국,한국,(주)피쉬트리 & STARTREE ENTERTAINMENT LTD,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,이성수,이성수
3511,빅 퍼레이드,,"64,000",0.00%,"370,000",11,77,1,2,미국,미국,,,,"전쟁,멜로/로맨스",킹 비더,"존 길버트,르네 아도르"
3511,안녕! 타피르,,"88,000",0.00%,"88,000",11,11,1,1,대만,대만,,,,기타,,
3511,오렌지필름 기획전 ? 오렌지필름 6주년 (MIXTAPE_VOL.6),,"115,000",0.00%,"115,000",11,11,1,1,한국,한국,,,,기타,,
3511,이지 리빙,,"65,000",0.00%,"65,000",11,11,1,3,미국,미국,,,,드라마,자크 투르뇌르,"리자베스 스콧,루실 볼"
3511,잃어버린 세계를 찾아서,2019-10-09,"77,000",0.00%,"166,025,860",11,"21,897",1,1,미국,미국,,(주)이수C&E,전체관람가,"애니메이션,어드벤처",크리스 버틀러,"휴 잭맨,조 샐다나,자크 갈리피아나키스,엠마 톰슨"
3511,제르멘 뒬락 A,,"73,000",0.00%,"73,000",11,11,1,2,프랑스,프랑스,,,,기타,제르맹 두락,
3511,제르멘 뒬락 B,,"74,000",0.00%,"74,000",11,11,1,2,프랑스,프랑스,,,,기타,제르맹 두락,
3511,제발,,"61,000",0.00%,"61,000",11,11,1,3,미국,미국,,,,"액션,코미디,멜로/로맨스",샘 테일러,"해롤드 로이드,조비너 랄스톤"
3535,518 민중항쟁 41주기 특별전 - 단편2,,"50,000",0.00%,"50,000",10,10,1,1,한국,한국,,,,기타,,
3535,518 민중항쟁 41주기 특별전 - 단편3,,"50,000",0.00%,"50,000",10,10,1,1,한국,한국,,,,기타,,
3535,FIWOM2021 코로나-19를 지내는 33번째 방법 외,,"80,000",0.00%,"80,000",10,10,1,2,기타,기타,,,,기타,,
3535,Focus on 광주영화-단편모음1,,"70,000",0.00%,"70,000",10,10,1,1,한국,한국,,,,다큐멘터리,,
3535,GUKIFF2021 키즈크리에이티브 : 국제단편 2,,"75,000",0.00%,"75,000",10,10,1,2,기타,기타,,,,기타,,
3535,GUKIFF2021 키즈크리에이티브 : 국제단편 3,,"70,000",0.00%,"70,000",10,10,1,2,기타,기타,,,,기타,,
3535,GUKIFF2021 키즈플러스10 2,,"70,000",0.00%,"70,000",10,10,1,1,기타,기타,,,,기타,,
3535,SIPFF2021 누구나 비밀은 있다(PS) 1,,"100,000",0.00%,"100,000",10,10,1,1,기타,기타,,,,기타,,
3535,STAFF2021 섹션 5: 인생의 빛깔,,"71,000",0.00%,"71,000",10,10,1,2,기타,기타,,,,기타,,
